complex_id,source_complex_id,appendix_file,appendix_source_sha256,level,module,complex_title,ai_relevance,ai_targets,reusable_ai_primitive,qenn_use,pgqenn_use,soinets_use,verification_status,integration_status
curvature_certified_simulation_residual,curvature_certified_simulation_residual,appendix_tne_fluctuation_and_elastic_dynamics.tex,3277f0ffffcc27dc37ed17f7ecf721ba32234706544ceb5cfbeb5538846f2ba2,B,elastic_pi,Curvature-Certified Simulation Residual,high,"QENN,SOInets","dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling; non-cancelling residual, self-audit certificate, and fail-closed training objective","entropy-conditioned gain, temperature or learning-rate modulation; non-cancelling closure residual in the training objective",growth-step closure certificate and source-removal ablation; entropy-weighted edge/growth modulation,meta-closure auditor across subnets/modalities; per-shell entropy/gain controller,appendix_labels_verified,planned
spatial_reciprocal_curvature_validation_closure,spatial_reciprocal_curvature_validation_closure,appendix_tne_fluctuation_and_elastic_dynamics.tex,3277f0ffffcc27dc37ed17f7ecf721ba32234706544ceb5cfbeb5538846f2ba2,C,elastic_pi,Spatial Reciprocal-Curvature Validation Closure,high,"QENN,PGQENN,SOInets","dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling; non-cancelling residual, self-audit certificate, and fail-closed training objective","entropy-conditioned gain, temperature or learning-rate modulation; non-cancelling closure residual in the training objective",prime-shell graph locality and message-passing mask; growth-step closure certificate and source-removal ablation; entropy-weighted edge/growth modulation,network-of-networks spatial coupling and locality constraint; meta-closure auditor across subnets/modalities; per-shell entropy/gain controller,appendix_labels_verified,planned
weighted_path_functional_and_norm_admissibility,weighted_path_functional_and_norm_admissibility,appendix_tne_fluctuation_and_elastic_dynamics.tex,3277f0ffffcc27dc37ed17f7ecf721ba32234706544ceb5cfbeb5538846f2ba2,A,elastic_pi_norm,Weighted Path Functional and Norm Admissibility,medium,"QENN,SOInets",entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
elastic_field_ratios_and_weight_regularity,elastic_field_ratios_and_weight_regularity,appendix_tne_fluctuation_and_elastic_dynamics.tex,3277f0ffffcc27dc37ed17f7ecf721ba32234706544ceb5cfbeb5538846f2ba2,A,elastic_pi_norm,Elastic- Field Ratios and Weight Regularity,medium,"QENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,network-of-networks spatial coupling and locality constraint; per-shell entropy/gain controller,appendix_labels_verified,planned
uniform_entropy_reduction_and_entropic_reweighting_bounds,uniform_entropy_reduction_and_entropic_reweighting_bounds,appendix_tne_fluctuation_and_elastic_dynamics.tex,3277f0ffffcc27dc37ed17f7ecf721ba32234706544ceb5cfbeb5538846f2ba2,A,elastic_pi_norm,Uniform-Entropy Reduction and Entropic Reweighting Bounds,medium,"QENN,SOInets",entropy-feedback metric and instability regularizer; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-feedback loss and adaptive update diagnostic; entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
pdfi_elastic_norm_interface,pdfi_elastic_norm_interface,appendix_tne_fluctuation_and_elastic_dynamics.tex,3277f0ffffcc27dc37ed17f7ecf721ba32234706544ceb5cfbeb5538846f2ba2,A,elastic_pi_norm,pDFI–Elastic Norm Interface,medium,"QENN,SOInets",entropy-feedback metric and instability regularizer; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-feedback loss and adaptive update diagnostic; entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
pdfi_elastic_norm_equivalence_and_decoupling,pdfi_elastic_norm_equivalence_and_decoupling,appendix_tne_fluctuation_and_elastic_dynamics.tex,3277f0ffffcc27dc37ed17f7ecf721ba32234706544ceb5cfbeb5538846f2ba2,A,elastic_pi_norm,pDFI–Elastic Norm Equivalence and Decoupling,medium,"QENN,SOInets",entropy-feedback metric and instability regularizer; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-feedback loss and adaptive update diagnostic; entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
weighted_path_ratio_regularity_functional,weighted_path_ratio_regularity_functional,appendix_tne_fluctuation_and_elastic_dynamics.tex,3277f0ffffcc27dc37ed17f7ecf721ba32234706544ceb5cfbeb5538846f2ba2,B,elastic_pi_norm,Weighted-Path Ratio-Regularity Functional,high,"QENN,SOInets",entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
entropy_pdfi_calibrated_norm_residual,entropy_pdfi_calibrated_norm_residual,appendix_tne_fluctuation_and_elastic_dynamics.tex,3277f0ffffcc27dc37ed17f7ecf721ba32234706544ceb5cfbeb5538846f2ba2,B,elastic_pi_norm,Entropy–pDFI Calibrated Norm Residual,high,"QENN,SOInets","dual-channel encoding and sign-equivariant weight tying; entropy-feedback metric and instability regularizer; entropy-conditioned gain/temperature and adaptive spectral scaling; non-cancelling residual, self-audit certificate, and fail-closed training objective","entropy-feedback loss and adaptive update diagnostic; entropy-conditioned gain, temperature or learning-rate modulation; non-cancelling closure residual in the training objective",growth-step closure certificate and source-removal ablation; entropy-weighted edge/growth modulation,meta-closure auditor across subnets/modalities; per-shell entropy/gain controller,appendix_labels_verified,planned
spatial_weighted_calibration_closure,spatial_weighted_calibration_closure,appendix_tne_fluctuation_and_elastic_dynamics.tex,3277f0ffffcc27dc37ed17f7ecf721ba32234706544ceb5cfbeb5538846f2ba2,C,elastic_pi_norm,Spatial Weighted Calibration Closure,high,"QENN,PGQENN,SOInets","locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling; non-cancelling residual, self-audit certificate, and fail-closed training objective","entropy-conditioned gain, temperature or learning-rate modulation; non-cancelling closure residual in the training objective",prime-shell graph locality and message-passing mask; growth-step closure certificate and source-removal ablation; entropy-weighted edge/growth modulation,network-of-networks spatial coupling and locality constraint; meta-closure auditor across subnets/modalities; per-shell entropy/gain controller,appendix_labels_verified,planned
elastic_dubler_duality_closure,elastic_dubler_duality_closure,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_effect,Elastic Dubler Duality Closure,high,"QENN,SOInets","dual-channel encoding and sign-equivariant weight tying; entropy-conditioned gain/temperature and adaptive spectral scaling; non-cancelling residual, self-audit certificate, and fail-closed training objective","entropy-conditioned gain, temperature or learning-rate modulation; non-cancelling closure residual in the training objective",dual/sign-equivariant edge and node update; growth-step closure certificate and source-removal ablation; entropy-weighted edge/growth modulation,meta-closure auditor across subnets/modalities; per-shell entropy/gain controller,appendix_labels_verified,planned
elastic_dubler_pdfi_frequency_shift_dual_closure,elastic_dubler_pdfi_frequency_shift_dual_closure,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_effect,Elastic Dubler–pDFI Frequency-Shift Dual Closure,high,"QENN,SOInets","dual-channel encoding and sign-equivariant weight tying; entropy-feedback metric and instability regularizer; entropy-conditioned gain/temperature and adaptive spectral scaling; non-cancelling residual, self-audit certificate, and fail-closed training objective","entropy-feedback loss and adaptive update diagnostic; entropy-conditioned gain, temperature or learning-rate modulation; non-cancelling closure residual in the training objective",growth-step closure certificate and source-removal ablation; entropy-weighted edge/growth modulation,meta-closure auditor across subnets/modalities; per-shell entropy/gain controller,appendix_labels_verified,planned
elastic_dubler_e_curvature_duality,elastic_dubler_e_curvature_duality,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_effect,Elastic Dubler–_{ E} Curvature Duality,medium,"QENN,SOInets",dual-channel encoding and sign-equivariant weight tying; locality-aware graph/spatial operator and boundary gate; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",dual/sign-equivariant edge and node update; entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
elastic_dubler_effect::elastic_entropic_energy_equivalence,elastic_entropic_energy_equivalence,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_effect,Elastic–Entropic Energy Equivalence,medium,"QENN,SOInets",entropy-feedback metric and instability regularizer; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
parity_symmetry_dubler_duality_closure,parity_symmetry_dubler_duality_closure,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_effect,Parity Symmetry–Dubler Duality Closure,high,"QENN,PGQENN,SOInets","dual-channel encoding and sign-equivariant weight tying; equivariant layer and symmetry regularizer; entropy-conditioned gain/temperature and adaptive spectral scaling; non-cancelling residual, self-audit certificate, and fail-closed training objective","entropy-conditioned gain, temperature or learning-rate modulation; non-cancelling closure residual in the training objective",2-adic/parity address and typed arithmetic constraint; dual/sign-equivariant edge and node update; growth-step closure certificate and source-removal ablation; entropy-weighted edge/growth modulation,meta-closure auditor across subnets/modalities; per-shell entropy/gain controller,appendix_labels_verified,planned
locality_nonlocality_in_the_dubler_pdfi_framework,locality_nonlocality_in_the_dubler_pdfi_framework,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_effect,Locality–Nonlocality in the Dubler–pDFI Framework,high,"QENN,PGQENN,SOInets",locality-aware graph/spatial operator and boundary gate; entropy-feedback metric and instability regularizer; entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-feedback loss and adaptive update diagnostic; entropy-conditioned gain, temperature or learning-rate modulation",prime-shell graph locality and message-passing mask; entropy-weighted edge/growth modulation,network-of-networks spatial coupling and locality constraint; per-shell entropy/gain controller,appendix_labels_verified,planned
universal_elasticity_constant_k_d,universal_elasticity_constant_k_d,appendix_tne_gravitational_cosmological_quantum_dynamics.tex,c946e19a4266f8c5c3e3dd49ed6b98740d3764cac729536e5b84c42fefba304d,A,elastic_dubler_effect,Universal Elasticity Constant K_{ D},medium,"QENN,SOInets",entropy-conditioned gain/temperature and adaptive spectral scaling,"entropy-conditioned gain, temperature or learning-rate modulation",entropy-weighted edge/growth modulation,per-shell entropy/gain controller,appendix_labels_verified,planned
